customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01321,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.43,3553.11,Yes
CUST01322,Male,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.99,1756.35,No
CUST01323,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,125.98,3056.8,Yes
CUST01324,Male,0,No,Yes,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),81.3,1815.19,No
CUST01325,Female,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Electronic check,77.75,2047.54,Yes
CUST01326,Male,1,Yes,Yes,21,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,89.65,1806.04,No
CUST01327,Male,0,Yes,No,31,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),99.25,2963.05,No
CUST01328,Female,1,No,Yes,26,No,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,56.36,1554.96,Yes
CUST01329,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.64,1710.53,No
CUST01330,Female,0,No,No,26,Yes,Yes,No,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,101.4,2666.0,No
CUST01331,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,58.62,1475.6,No
CUST01332,Female,0,No,No,30,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,No,Electronic check,70.14,2149.83,No
CUST01333,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,46.98,842.41,No
CUST01334,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.21,982.59,No
CUST01335,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),59.51,1614.42,No
CUST01336,Female,0,Yes,No,28,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,42.87,1182.82,No
CUST01337,Male,0,Yes,No,20,No,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),68.11,1282.94,No
CUST01338,Female,1,Yes,No,26,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),79.92,2035.2,No
CUST01339,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),82.84,2011.06,No
CUST01340,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,One year,No,Mailed check,45.75,1081.57,Yes
CUST01341,Male,0,No,Yes,23,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),51.81,1166.83,No
CUST01342,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.53,2585.28,Yes
CUST01343,Female,0,No,Yes,20,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),51.74,1077.52,Yes
CUST01344,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.73,2545.58,Yes
CUST01345,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),48.03,981.54,No
CUST01346,Male,0,Yes,No,20,No,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,81.31,1523.78,No
CUST01347,Male,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),92.57,2044.66,Yes
CUST01348,Male,0,No,No,25,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,18.0,416.73,No
CUST01349,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),96.05,2105.23,No
CUST01350,Male,0,No,No,31,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),109.12,3399.2,No
CUST01351,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,60.73,1165.3,No
CUST01352,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,80.37,2323.72,No
CUST01353,Male,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.83,1294.28,No
CUST01354,Female,1,No,No,19,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.9,1532.84,No
CUST01355,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),143.83,3826.4,No
CUST01356,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),18.0,447.55,No
CUST01357,Female,0,No,No,31,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,54.98,1769.86,No
CUST01358,Male,0,No,No,34,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.9,3140.2,Yes
CUST01359,Male,0,Yes,Yes,20,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),107.85,2091.54,Yes
CUST01360,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,28.53,598.78,No
CUST01361,Female,0,No,No,18,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,50.85,969.6,No
CUST01362,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),52.59,1069.62,No
CUST01363,Female,0,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,50.41,1543.84,No
CUST01364,Female,0,No,No,22,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,66.51,1421.21,No
CUST01365,Female,0,No,Yes,24,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,27.14,648.95,No
CUST01366,Male,0,Yes,No,26,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No,Two year,No,Credit card (automatic),62.36,1665.95,No
CUST01367,Female,0,No,No,30,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,41.92,1297.99,No
CUST01368,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Credit card (automatic),67.93,2202.8,No
CUST01369,Male,0,Yes,No,28,No,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),48.85,1341.24,No
CUST01370,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,64.93,1468.67,No
CUST01371,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),38.91,1139.26,No
CUST01372,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,98.58,3043.39,No
CUST01373,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.23,1511.45,Yes
CUST01374,Female,0,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.41,1244.44,No
CUST01375,Male,0,Yes,No,24,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,One year,No,Electronic check,65.63,1508.79,No
CUST01376,Female,0,Yes,No,21,No,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),70.22,1431.49,No
CUST01377,Male,0,No,Yes,19,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,70.07,1283.06,Yes
CUST01378,Female,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.15,3095.39,Yes
CUST01379,Male,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,61.42,1600.41,No
CUST01380,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),48.41,1415.72,No
CUST01381,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Electronic check,71.25,1717.36,No
CUST01382,Male,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,51.61,1178.08,No
CUST01383,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),67.75,1939.84,No
CUST01384,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),38.44,943.0,No
CUST01385,Female,1,No,No,30,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),101.49,3075.08,No
CUST01386,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,46.58,1081.48,Yes
CUST01387,Female,1,Yes,Yes,23,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),105.98,2424.07,No
CUST01388,Male,0,No,No,23,No,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),68.17,1556.92,Yes
CUST01389,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.68,2199.87,Yes
CUST01390,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),46.98,1181.8,No
CUST01391,Male,0,No,No,19,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,18.0,276.77,Yes
CUST01392,Male,0,Yes,No,30,Yes,Yes,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.54,631.82,No
CUST01393,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),145.09,3900.22,Yes
CUST01394,Female,0,No,No,22,No,Yes,No,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),52.06,1199.54,No
CUST01395,Male,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,102.88,3024.27,Yes
CUST01396,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),31.07,1029.31,No
CUST01397,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,75.37,1912.7,Yes
CUST01398,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,80.45,1995.13,No
CUST01399,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,No,Mailed check,155.09,4347.22,No
CUST01400,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.46,2150.61,No
CUST01401,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,48.66,1250.22,No
CUST01402,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.53,2116.73,Yes
CUST01403,Male,0,No,Yes,27,No,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,42.26,1086.61,No
CUST01404,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,82.29,2516.45,No
CUST01405,Female,1,Yes,No,22,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),68.4,1522.38,Yes
CUST01406,Male,0,Yes,Yes,24,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,47.39,1063.71,No
CUST01407,Female,1,No,No,25,No,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),84.83,2096.57,Yes
CUST01408,Female,0,No,No,22,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,73.25,1550.85,No
CUST01409,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,92.81,2063.32,Yes
CUST01410,Female,0,No,Yes,36,Yes,No,DSL,No internet service,No,No,No,No,No internet service,One year,No,Electronic check,119.57,4347.19,No
CUST01411,Male,0,Yes,No,22,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,54.95,1134.93,No
CUST01412,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.65,1432.84,No
CUST01413,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),29.63,928.55,No
CUST01414,Male,0,No,No,24,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),85.63,2032.73,No
CUST01415,Female,0,No,No,21,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.66,1096.74,No
CUST01416,Female,0,No,No,31,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,80.37,2547.71,No
CUST01417,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.96,2452.79,No
CUST01418,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,49.47,700.06,No
CUST01419,Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),55.77,1280.85,Yes
CUST01420,Female,0,No,No,22,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Two year,No,Mailed check,100.44,2236.56,No
CUST01421,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.22,2178.05,No
CUST01422,Female,1,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.04,2587.9,Yes
CUST01423,Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,58.26,1385.29,Yes
CUST01424,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,26.92,423.44,Yes
CUST01425,Female,0,No,No,32,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Electronic check,48.64,1650.57,Yes
CUST01426,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.72,810.1,No
CUST01427,Male,0,Yes,No,24,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),87.45,2099.76,No
CUST01428,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,78.54,1827.95,No
CUST01429,Female,0,No,Yes,28,No,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,52.04,1481.86,No
CUST01430,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.16,1500.8,Yes
CUST01431,Male,0,Yes,Yes,24,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.27,1959.96,No
CUST01432,Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,60.42,1035.24,No
CUST01433,Female,0,Yes,No,22,No,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),52.57,1168.68,No
CUST01434,Female,1,Yes,No,32,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),129.36,4196.52,Yes
CUST01435,Male,0,Yes,No,32,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),53.51,1749.28,No
CUST01436,Male,0,No,No,24,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),90.06,2221.73,No
CUST01437,Male,0,Yes,No,29,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.78,2321.46,No
CUST01438,Female,0,Yes,No,20,No,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,24.3,436.2,No
CUST01439,Male,1,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,49.63,1207.52,No
CUST01440,Female,0,Yes,No,18,No,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Electronic check,94.57,1758.9,No
CUST01441,Female,1,No,No,31,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Electronic check,66.06,2037.84,No
CUST01442,Male,0,Yes,No,31,Yes,No,DSL,No,No,No,No internet service,No,No internet service,One year,No,Mailed check,26.05,770.54,No
CUST01443,Female,0,Yes,No,18,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.83,1392.87,No
CUST01444,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,52.53,1226.34,Yes
CUST01445,Female,0,Yes,No,34,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),83.08,2819.07,No
CUST01446,Male,1,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),150.63,2840.27,Yes
CUST01447,Female,0,No,No,17,No,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,81.47,1430.25,No
CUST01448,Female,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),88.37,1674.69,No
CUST01449,Female,0,No,No,17,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.38,1060.5,No
CUST01450,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,36.41,991.65,Yes
CUST01451,Female,0,No,No,27,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),100.72,2828.98,No
CUST01452,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,51.82,858.72,No
CUST01453,Female,0,Yes,No,28,No,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),63.12,1723.55,No
CUST01454,Female,0,No,No,22,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),123.8,2674.15,Yes
CUST01455,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),59.87,1520.59,Yes
CUST01456,Female,0,No,No,20,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),106.46,2074.67,No
CUST01457,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),81.62,2266.7,No
CUST01458,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,53.41,1427.81,Yes
CUST01459,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.24,2083.82,Yes
CUST01460,Female,0,Yes,No,20,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),48.51,1029.84,No
CUST01461,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),97.14,2837.36,No
CUST01462,Female,0,Yes,No,25,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),107.41,2764.49,Yes
CUST01463,Male,1,No,No,23,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.47,1583.0,No
CUST01464,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,110.27,3205.84,No
CUST01465,Female,0,Yes,Yes,23,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.8,1678.67,No
CUST01466,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),97.44,2514.02,Yes
CUST01467,Female,0,No,No,31,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,158.54,4865.72,Yes
CUST01468,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),144.25,3401.53,No
CUST01469,Female,1,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,64.52,1476.96,Yes
CUST01470,Female,1,Yes,No,25,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,One year,No,Credit card (automatic),78.81,1981.53,No
CUST01471,Female,1,No,No,29,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),38.38,1059.41,No
CUST01472,Female,1,Yes,No,23,Yes,No,No,No,No,No,No,No internet service,No,One year,Yes,Electronic check,93.96,2090.33,No
CUST01473,Female,0,No,No,31,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Mailed check,81.68,2509.87,No
CUST01474,Male,0,No,Yes,19,Yes,No,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,46.78,914.89,No
CUST01475,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,105.61,2951.01,No
CUST01476,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.03,1723.54,No
CUST01477,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,54.37,1093.61,No
CUST01478,Female,0,Yes,Yes,21,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Mailed check,81.98,1721.9,No
CUST01479,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,56.05,1371.96,No
CUST01480,Male,0,Yes,No,27,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),69.05,1869.36,Yes
CUST01481,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,122.39,3106.95,Yes
CUST01482,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.56,1368.32,No
CUST01483,Female,0,Yes,No,26,Yes,No,No,No,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,90.26,2392.31,No
CUST01484,Male,0,No,Yes,19,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.5,1033.32,Yes
CUST01485,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),40.8,924.81,Yes
CUST01486,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Mailed check,67.55,2203.05,No
CUST01487,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,150.53,4452.75,No
CUST01488,Female,0,No,No,28,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.45,2589.54,Yes
CUST01489,Male,0,No,No,33,No,No,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,83.86,2809.12,Yes
CUST01490,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,54.26,1016.16,No
CUST01491,Male,0,Yes,Yes,19,Yes,No,No,No,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,58.46,1158.09,No
CUST01492,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,25.5,614.82,No
CUST01493,Male,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),123.85,2647.69,No
CUST01494,Male,0,No,Yes,30,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Two year,No,Credit card (automatic),78.07,2426.08,No
CUST01495,Female,0,No,No,26,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.46,2002.01,No
CUST01496,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.12,1577.88,No
CUST01497,Female,0,Yes,No,23,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,132.7,2997.7,No
CUST01498,Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.99,1527.61,No
CUST01499,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),64.22,1462.76,No
CUST01500,Female,0,No,Yes,25,Yes,Yes,No,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,123.97,3132.43,No
CUST01501,Female,0,No,Yes,22,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.11,1429.08,Yes
CUST01502,Male,0,No,Yes,22,No,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),19.25,377.03,No
